id,name,inn,region,period,revenue,net_profit,ebit
7529265,"ООО ""АЛЬЯНС""",8620020812,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,2021,0.0,-6866.0,-6866.0
11945420,"ООО ""ЭКВАТОР""",9723168273,МОСКВА,2022,23158.0,122.0,142.0
12139778,"ООО ""ПРОМСТРОЙТРЕСТ""",2100005768,ЧУВАШСКАЯ РЕСПУБЛИКА -,2023,0.0,0.0,0.0
11094100,"ООО ""РЕСТРОЙ""",274948164,БАШКОРТОСТАН,2021,340.0,1.0,19.0
11852161,"ООО ""МОС ПРОМ СТ""",9706024112,МОСКВА,2022,8023.0,40.0,30.0
1768099,"ООО ""КВАРТИРНЫЙ ВОПРОС""",6450065305,САРАТОВСКАЯ,2024,0.0,0.0,0.0
1768099,"ООО ""КВАРТИРНЫЙ ВОПРОС""",6450065305,САРАТОВСКАЯ,2023,0.0,0.0,0.0
1768099,"ООО ""КВАРТИРНЫЙ ВОПРОС""",6450065305,САРАТОВСКАЯ,2022,0.0,0.0,0.0
1768099,"ООО ""КВАРТИРНЫЙ ВОПРОС""",6450065305,САРАТОВСКАЯ,2021,0.0,0.0,0.0
10077617,"ООО ""СК СТЕЙБЛ""",7720367164,МОСКВА,2023,0.0,0.0,0.0
10077617,"ООО ""СК СТЕЙБЛ""",7720367164,МОСКВА,2022,0.0,0.0,0.0
10077617,"ООО ""СК СТЕЙБЛ""",7720367164,МОСКВА,2021,0.0,0.0,0.0
12116585,"ООО ""КОМПАС""",9718220217,МОСКВА,2023,5066.0,16.0,20.0
8470633,"ООО ""БЕТОНСЕРВИС""",5501256997,ОМСКАЯ,2023,0.0,0.0,0.0
8470633,"ООО ""БЕТОНСЕРВИС""",5501256997,ОМСКАЯ,2022,0.0,0.0,0.0
8470633,"ООО ""БЕТОНСЕРВИС""",5501256997,ОМСКАЯ,2021,75.0,7.0,5.0
6582910,"ООО ""РЕМСТРОЙКОМПЛЕКТ""",7604048745,ЯРОСЛАВСКАЯ,2022,0.0,0.0,0.0
6582910,"ООО ""РЕМСТРОЙКОМПЛЕКТ""",7604048745,ЯРОСЛАВСКАЯ,2021,0.0,0.0,0.0
11326203,"ООО ""ДИМАКСТРОЙ""",7733355350,МОСКВА,2021,6663.0,1.0,1.0
10716217,"ООО ""АРГУС""",9718105670,САНКТ-ПЕТЕРБУРГ,2023,383279.0,2243.0,2804.0
10716217,"ООО ""АРГУС""",9718105670,САНКТ-ПЕТЕРБУРГ,2022,250766.0,4538.0,5676.0
10716217,"ООО ""АРГУС""",9718105670,САНКТ-ПЕТЕРБУРГ,2021,554.0,-51.0,-51.0
11093635,"ООО ""ЛИДЕРС""",6168107932,РОСТОВСКАЯ,2022,0.0,0.0,0.0
11093635,"ООО ""ЛИДЕРС""",6168107932,РОСТОВСКАЯ,2021,0.0,0.0,0.0
9731518,"ООО ""ВОДНЫЙ МИР""",1435307448,САХА (ЯКУТИЯ),2023,0.0,0.0,0.0
9731518,"ООО ""ВОДНЫЙ МИР""",1435307448,САХА (ЯКУТИЯ),2022,0.0,0.0,0.0
9731518,"ООО ""ВОДНЫЙ МИР""",1435307448,САХА (ЯКУТИЯ),2021,0.0,0.0,0.0
8210116,"ООО ""МЕГАСТРОЙ""",5038102392,ВЛАДИМИРСКАЯ,2023,0.0,0.0,0.0
8210116,"ООО ""МЕГАСТРОЙ""",5038102392,ВЛАДИМИРСКАЯ,2022,0.0,0.0,0.0
8210116,"ООО ""МЕГАСТРОЙ""",5038102392,ВЛАДИМИРСКАЯ,2021,0.0,0.0,0.0
11847685,"ООО ""РИГА""",7735194891,МОСКВА,2022,12188.0,104.0,78.0
6076624,"ООО ""ОТДЕЛСЕРВИС""",6231051243,РЯЗАНСКАЯ,2023,0.0,1438.0,1453.0
6076624,"ООО ""ОТДЕЛСЕРВИС""",6231051243,РЯЗАНСКАЯ,2022,40189.0,21744.0,21864.0
6076624,"ООО ""ОТДЕЛСЕРВИС""",6231051243,РЯЗАНСКАЯ,2021,63864.0,16756.0,17204.0
11927839,"ООО ""ДРАМ""",2540271256,ПРИМОРСКИЙ,2022,5516.0,30.0,38.0
9041248,"ООО ""КАПИТАЛСТРОЙ""",9204546891,СЕВАСТОПОЛЬ,2023,0.0,0.0,0.0
9041248,"ООО ""КАПИТАЛСТРОЙ""",9204546891,СЕВАСТОПОЛЬ,2022,0.0,0.0,0.0
9041248,"ООО ""КАПИТАЛСТРОЙ""",9204546891,СЕВАСТОПОЛЬ,2021,0.0,0.0,0.0
11687144,"ООО ""ПАРТНЁР""",5404222294,НОВОСИБИРСКАЯ,2021,0.0,0.0,0.0
955189,"ООО ""ТЕМП""",411123489,АЛТАЙ,2023,0.0,40.0,37.0
955189,"ООО ""ТЕМП""",411123489,АЛТАЙ,2022,0.0,0.0,0.0
955189,"ООО ""ТЕМП""",411123489,АЛТАЙ,2021,0.0,45.0,45.0
11736704,"ООО ""СИСТЕМА""",2311328052,КРАСНОДАРСКИЙ,2023,0.0,-1.0,-1.0
11736704,"ООО ""СИСТЕМА""",2311328052,КРАСНОДАРСКИЙ,2022,100.0,93.0,99.0
10386598,"ООО ""АЗБУКА КАПИТАЛА""",7604332139,ЯРОСЛАВСКАЯ,2022,0.0,0.0,0.0
10386598,"ООО ""АЗБУКА КАПИТАЛА""",7604332139,ЯРОСЛАВСКАЯ,2021,0.0,0.0,0.0
10924888,"ООО ""РЕМСЕРВИС""",3702213277,ИВАНОВСКАЯ,2023,0.0,0.0,0.0
10924888,"ООО ""РЕМСЕРВИС""",3702213277,ИВАНОВСКАЯ,2022,10505.0,344.0,258.0
10924888,"ООО ""РЕМСЕРВИС""",3702213277,ИВАНОВСКАЯ,2021,27571.0,891.0,668.0
12095654,"ООО ""КВАРТАЛ""",9727024787,МОСКВА,2023,10944.0,62.0,77.0
10826554,"ООО ""КОНТРАСТ""",9203545197,СЕВАСТОПОЛЬ,2023,2656.0,8.0,6.0
10826554,"ООО ""КОНТРАСТ""",9203545197,СЕВАСТОПОЛЬ,2022,0.0,0.0,0.0
10826554,"ООО ""КОНТРАСТ""",9203545197,СЕВАСТОПОЛЬ,2021,0.0,0.0,0.0
11568782,"ООО ""НАВИГАТОРЪ""",7707451642,МОСКВА,2022,0.0,0.0,0.0
11568782,"ООО ""НАВИГАТОРЪ""",7707451642,МОСКВА,2021,18130.0,64.0,56.0
2466193,"ООО ""ДЕЛЬТА""",1632013990,ТАТАРСТАН,2023,42443.0,26.0,33.0
2466193,"ООО ""ДЕЛЬТА""",1632013990,ТАТАРСТАН,2022,0.0,0.0,0.0
2466193,"ООО ""ДЕЛЬТА""",1632013990,ТАТАРСТАН,2021,0.0,0.0,0.0
7448576,"ООО ""МАСТЕРСТРОЙ""",277122866,БАШКОРТОСТАН,2022,0.0,0.0,0.0
7448576,"ООО ""МАСТЕРСТРОЙ""",277122866,БАШКОРТОСТАН,2021,0.0,0.0,0.0
11229889,"ООО ""СК ГАРАНТ СТРОЙ""",9729293344,МОСКВА,2022,0.0,-22.0,-18.0
11229889,"ООО ""СК ГАРАНТ СТРОЙ""",9729293344,МОСКВА,2021,0.0,-15.0,-13.0
10998069,"ООО ""ДОСТРОЙ""",6678101208,СВЕРДЛОВСКАЯ,2024,0.0,0.0,0.0
10998069,"ООО ""ДОСТРОЙ""",6678101208,СВЕРДЛОВСКАЯ,2023,0.0,0.0,0.0
10998069,"ООО ""ДОСТРОЙ""",6678101208,СВЕРДЛОВСКАЯ,2022,0.0,-14.0,-14.0
10998069,"ООО ""ДОСТРОЙ""",6678101208,СВЕРДЛОВСКАЯ,2021,0.0,0.0,0.0
11642307,"ООО ""БК-СТРОЙ""",7714474584,МОСКВА,2024,64676.0,1080.0,810.0
11642307,"ООО ""БК-СТРОЙ""",7714474584,МОСКВА,2023,156985.0,3176.0,2439.0
11642307,"ООО ""БК-СТРОЙ""",7714474584,МОСКВА,2022,181399.0,2598.0,1948.0
11642307,"ООО ""БК-СТРОЙ""",7714474584,МОСКВА,2021,6922.0,163.0,123.0
9968046,"ООО ""КРОВСТАВ""",3663123563,ВОРОНЕЖСКАЯ,2024,12416.0,724.0,866.0
9968046,"ООО ""КРОВСТАВ""",3663123563,ВОРОНЕЖСКАЯ,2023,2815.0,221.0,242.0
9968046,"ООО ""КРОВСТАВ""",3663123563,ВОРОНЕЖСКАЯ,2022,7127.0,482.0,564.0
9968046,"ООО ""КРОВСТАВ""",3663123563,ВОРОНЕЖСКАЯ,2021,5600.0,485.0,543.0
12605148,"ООО ""СТРОЙПАСС""",7100060366,ТУЛЬСКАЯ,2024,0.0,0.0,0.0
7455136,"ООО ""ПРОМЫШЛЕННОЕ ПРОЕКТИРОВАНИЕ""",3662180939,ВОРОНЕЖСКАЯ,2022,52467.0,57.0,43.0
7455136,"ООО ""ПРОМЫШЛЕННОЕ ПРОЕКТИРОВАНИЕ""",3662180939,ВОРОНЕЖСКАЯ,2021,63468.0,26.0,19.0
12075476,"ООО ""АНА СТРОЙ""",4800002413,ЛИПЕЦКАЯ,2024,2627.0,0.0,26.0
12075476,"ООО ""АНА СТРОЙ""",4800002413,ЛИПЕЦКАЯ,2023,227.0,22.0,25.0
9614895,"ООО ""ГЕРМЕС""",7719437610,МОСКВА,2023,171.0,3.0,5.0
9614895,"ООО ""ГЕРМЕС""",7719437610,МОСКВА,2021,2118.0,-280.0,-301.0
11864196,"ООО ""ЮЖНЫЙ КВАРТАЛ""",2130232574,ЧУВАШСКАЯ РЕСПУБЛИКА -,2022,0.0,0.0,0.0
745084,"ООО ""ПАРТНЁР-НЕВА""",7816489614,САНКТ-ПЕТЕРБУРГ,2022,178.0,2.0,13.0
745084,"ООО ""ПАРТНЁР-НЕВА""",7816489614,САНКТ-ПЕТЕРБУРГ,2021,158.0,19.0,28.0
12045695,"ООО СК ""ИНТЕРСТРОЙ""",7751240859,МОСКВА,2023,9434.0,90.0,68.0
12045695,"ООО СК ""ИНТЕРСТРОЙ""",7751240859,МОСКВА,2022,0.0,0.0,0.0
11136811,"ООО ""РСК""",5827001909,ПЕНЗЕНСКАЯ,2021,16095.0,1683.0,1883.0
10178471,"ЖСК ""СТРОЙ-ГОРОД""",546024588,ДАГЕСТАН,2023,0.0,0.0,0.0
10178471,"ЖСК ""СТРОЙ-ГОРОД""",546024588,ДАГЕСТАН,2022,0.0,0.0,0.0
10178471,"ЖСК ""СТРОЙ-ГОРОД""",546024588,ДАГЕСТАН,2021,0.0,0.0,0.0
11685209,"ООО ""ГРАДСТРОЙ""",5501274604,ОМСКАЯ,2024,1694.0,0.0,0.0
11685209,"ООО ""ГРАДСТРОЙ""",5501274604,ОМСКАЯ,2023,2442.0,-17.0,-21.0
11685209,"ООО ""ГРАДСТРОЙ""",5501274604,ОМСКАЯ,2022,40673.0,275.0,193.0
11524484,"ООО СТРОЙСТАНДАРТ""",9721118301,МОСКВА,2024,216180.0,262.0,2622.0
11524484,"ООО СТРОЙСТАНДАРТ""",9721118301,МОСКВА,2023,285997.0,13937.0,11157.0
11524484,"ООО СТРОЙСТАНДАРТ""",9721118301,МОСКВА,2022,72950.0,30325.0,31323.0
11524484,"ООО СТРОЙСТАНДАРТ""",9721118301,МОСКВА,2021,2449.0,200.0,251.0
12291441,"ООО ""СЗ ""СОЗВЕЗДИЕ""",8603250051,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,2024,0.0,-158.0,-158.0
11889145,"ООО ""МЕЙКДРИМ""",9715422800,МОСКВА,2024,25914.0,2163.0,2567.0
11889145,"ООО ""МЕЙКДРИМ""",9715422800,МОСКВА,2023,2283.0,78.0,-136.0
11889145,"ООО ""МЕЙКДРИМ""",9715422800,МОСКВА,2022,0.0,0.0,0.0
11817662,"ООО ""ССВ""",2821005228,АМУРСКАЯ,2023,0.0,0.0,0.0
9415368,"ООО ""БИГ КОМ""",1417009720,САХА /ЯКУТИЯ/,2024,4108.0,3944.0,4108.0
5590614,"ООО ""ХИМЗАЩИТА-ПРОМО""",3442063299,ВОЛГОГРАДСКАЯ,2024,0.0,0.0,0.0
5590614,"ООО ""ХИМЗАЩИТА-ПРОМО""",3442063299,ВОЛГОГРАДСКАЯ,2023,3946112.0,0.0,0.0
5590614,"ООО ""ХИМЗАЩИТА-ПРОМО""",3442063299,ВОЛГОГРАДСКАЯ,2022,17576.0,0.0,0.0
5590614,"ООО ""ХИМЗАЩИТА-ПРОМО""",3442063299,ВОЛГОГРАДСКАЯ,2021,0.0,0.0,0.0
12189817,"ООО ""ПТС""",9728097435,КРЫМ,2024,0.0,-111.0,-111.0
12189817,"ООО ""ПТС""",9728097435,КРЫМ,2023,0.0,-21.0,-21.0
9928397,"ООО ""ПСС""",3257046179,БРЯНСКАЯ,2023,0.0,-2256.0,-2256.0
9928397,"ООО ""ПСС""",3257046179,БРЯНСКАЯ,2022,0.0,-1332.0,-1332.0
11399947,"ООО ""ИНЖСТРОЙ""",9729300104,МОСКВА,2024,63676.0,-10721.0,-9593.0
11399947,"ООО ""ИНЖСТРОЙ""",9729300104,МОСКВА,2023,653828.0,21.0,163.0
11399947,"ООО ""ИНЖСТРОЙ""",9729300104,МОСКВА,2022,726949.0,6497.0,8249.0
11399947,"ООО ""ИНЖСТРОЙ""",9729300104,МОСКВА,2021,231429.0,3222.0,4031.0
11926187,"ООО ""СТОК""",9726019745,МОСКВА,2024,188831.0,20.0,22.0
11926187,"ООО ""СТОК""",9726019745,МОСКВА,2023,145036.0,18.0,18.0
11926187,"ООО ""СТОК""",9726019745,МОСКВА,2022,9374.0,1.0,1.0
10197725,"ООО ""ПВС""",2452044790,КРАСНОЯРСКИЙ,2024,3082.0,-810.0,-773.0
10197725,"ООО ""ПВС""",2452044790,КРАСНОЯРСКИЙ,2023,1504.0,-1772.0,-1757.0
10197725,"ООО ""ПВС""",2452044790,КРАСНОЯРСКИЙ,2022,9636.0,5362.0,5374.0
10197725,"ООО ""ПВС""",2452044790,КРАСНОЯРСКИЙ,2021,1945.0,474.0,536.0
11268143,"ООО ""МЕРИДИАН""",7451450407,ЧЕЛЯБИНСКАЯ,2024,0.0,0.0,0.0
11268143,"ООО ""МЕРИДИАН""",7451450407,ЧЕЛЯБИНСКАЯ,2021,6580.0,12.0,12.0
3758109,"ООО ""ДОРГАЗСТРОЙ""",3525139960,ВОЛОГОДСКАЯ,2024,883.0,-52284.0,-51517.0
3758109,"ООО ""ДОРГАЗСТРОЙ""",3525139960,ВОЛОГОДСКАЯ,2023,2712.0,-618.0,-589.0
3758109,"ООО ""ДОРГАЗСТРОЙ""",3525139960,ВОЛОГОДСКАЯ,2022,1200.0,5300.0,6527.0
3758109,"ООО ""ДОРГАЗСТРОЙ""",3525139960,ВОЛОГОДСКАЯ,2021,1214.0,15593.0,16636.0
11570425,"ООО ""ФОРВАРД""",9703032490,МОСКВА,2023,152516.0,230.0,368.0
11570425,"ООО ""ФОРВАРД""",9703032490,МОСКВА,2022,64006.0,838.0,1048.0
11570425,"ООО ""ФОРВАРД""",9703032490,МОСКВА,2021,15081.0,333.0,416.0
7680682,"ООО ""ЛСТ ГАТЧИНА""",4705060084,ЛЕНИНГРАДСКАЯ,2023,0.0,-162.0,-121.0
7680682,"ООО ""ЛСТ ГАТЧИНА""",4705060084,ЛЕНИНГРАДСКАЯ,2022,0.0,-991.0,-744.0
7680682,"ООО ""ЛСТ ГАТЧИНА""",4705060084,ЛЕНИНГРАДСКАЯ,2021,0.0,-75671.0,-87606.0
11476201,"ООО ""РСР-КАРЕЛИЯ""",1040000591,КАРЕЛИЯ,2023,897.0,167.0,113.0
11476201,"ООО ""РСР-КАРЕЛИЯ""",1040000591,КАРЕЛИЯ,2022,1555.0,18.0,-75.0
11476201,"ООО ""РСР-КАРЕЛИЯ""",1040000591,КАРЕЛИЯ,2021,360.0,94.0,72.0
6430238,"ООО ""ТИТАН""",7727586158,МОСКВА,2023,0.0,0.0,0.0
6430238,"ООО ""ТИТАН""",7727586158,МОСКВА,2022,0.0,0.0,0.0
6430238,"ООО ""ТИТАН""",7727586158,МОСКВА,2021,0.0,0.0,0.0
4480782,"ООО ФПК ""СТРОЙ-ИНДУСТРИЯ""",1831121359,УДМУРТСКАЯ,2024,0.0,-190.0,-130.0
4480782,"ООО ФПК ""СТРОЙ-ИНДУСТРИЯ""",1831121359,УДМУРТСКАЯ,2023,0.0,-25.0,-25.0
4480782,"ООО ФПК ""СТРОЙ-ИНДУСТРИЯ""",1831121359,УДМУРТСКАЯ,2022,0.0,-324.0,-324.0
4480782,"ООО ФПК ""СТРОЙ-ИНДУСТРИЯ""",1831121359,УДМУРТСКАЯ,2021,0.0,-81.0,-81.0
1871678,"ООО ""ГАЛАКТИКА""",6670064748,СВЕРДЛОВСКАЯ,2024,0.0,798.0,497.0
1871678,"ООО ""ГАЛАКТИКА""",6670064748,СВЕРДЛОВСКАЯ,2023,15.0,-420.0,-319.0
1871678,"ООО ""ГАЛАКТИКА""",6670064748,СВЕРДЛОВСКАЯ,2022,751.0,3407.0,2223.0
1871678,"ООО ""ГАЛАКТИКА""",6670064748,СВЕРДЛОВСКАЯ,2021,837.0,3477.0,2608.0
11221945,"ООО ""ВИРА""",2631041002,СТАВРОПОЛЬСКИЙ,2023,0.0,0.0,0.0
11221945,"ООО ""ВИРА""",2631041002,СТАВРОПОЛЬСКИЙ,2022,0.0,0.0,0.0
11221945,"ООО ""ВИРА""",2631041002,СТАВРОПОЛЬСКИЙ,2021,0.0,0.0,0.0
10216054,"ООО ""ГАС""",2801230842,АМУРСКАЯ,2023,0.0,0.0,0.0
10216054,"ООО ""ГАС""",2801230842,АМУРСКАЯ,2022,0.0,0.0,0.0
10216054,"ООО ""ГАС""",2801230842,АМУРСКАЯ,2021,0.0,-70.0,-70.0
2475147,"ЗАО ""ТЕЛЕКОМ -ДЕВЕЛОПМЕНТ""",7705619498,МОСКВА,2023,0.0,-801.0,-801.0
2475147,"ЗАО ""ТЕЛЕКОМ -ДЕВЕЛОПМЕНТ""",7705619498,МОСКВА,2022,0.0,-614.0,-614.0
2475147,"ЗАО ""ТЕЛЕКОМ -ДЕВЕЛОПМЕНТ""",7705619498,МОСКВА,2021,0.0,228.0,228.0
10676915,"ООО ""АСТРОЙ""",5501189405,ОМСКАЯ,2023,0.0,0.0,0.0
10676915,"ООО ""АСТРОЙ""",5501189405,ОМСКАЯ,2022,0.0,0.0,0.0
10676915,"ООО ""АСТРОЙ""",5501189405,ОМСКАЯ,2021,0.0,0.0,0.0
3158410,"ООО ""АВАНГАРД СТРОЙ""",7604198807,ЯРОСЛАВСКАЯ,2023,6256.0,-717.0,-717.0
3158410,"ООО ""АВАНГАРД СТРОЙ""",7604198807,ЯРОСЛАВСКАЯ,2022,2890.0,-921.0,-921.0
3158410,"ООО ""АВАНГАРД СТРОЙ""",7604198807,ЯРОСЛАВСКАЯ,2021,0.0,-313.0,-313.0
6342424,"ООО  ""ПРСФ ""МОТОРСТРОЙ-СЕРВИС""",7017026433,ТОМСКАЯ,2023,395.0,10023.0,10808.0
6342424,"ООО  ""ПРСФ ""МОТОРСТРОЙ-СЕРВИС""",7017026433,ТОМСКАЯ,2022,356.0,-310.0,-300.0
6342424,"ООО  ""ПРСФ ""МОТОРСТРОЙ-СЕРВИС""",7017026433,ТОМСКАЯ,2021,366.0,-204.0,-193.0
10715719,"ООО ""СОЗДАНИЕ""",1657246789,ТАТАРСТАН,2021,0.0,-1.0,-1.0
10719475,"ООО ""ТАНДЕМСТРОЙ""",5904363952,ПЕРМСКИЙ,2021,45.0,-10.0,-10.0
10720792,"ООО СК ""ПРОМЖИЛСЕРВИС""",5321195777,НОВГОРОДСКАЯ,2024,0.0,-801.0,-801.0
10720792,"ООО СК ""ПРОМЖИЛСЕРВИС""",5321195777,НОВГОРОДСКАЯ,2023,583.0,-2353.0,-2353.0
10720792,"ООО СК ""ПРОМЖИЛСЕРВИС""",5321195777,НОВГОРОДСКАЯ,2022,3427.0,-107.0,-107.0
10720792,"ООО СК ""ПРОМЖИЛСЕРВИС""",5321195777,НОВГОРОДСКАЯ,2021,11666.0,1057.0,1057.0
10721382,"ООО ""КОМПОЗИТ""",7743262464,МОСКВА,2021,29237.0,146.0,146.0
10580906,"ООО ""ВОСТОК""",1656102061,ТАТАРСТАН,2021,20747.0,742.0,928.0
10581075,"ООО ""СТРОЙСЕРВИС""",7802658929,САНКТ-ПЕТЕРБУРГ,2023,0.0,0.0,0.0
10581075,"ООО ""СТРОЙСЕРВИС""",7802658929,САНКТ-ПЕТЕРБУРГ,2022,0.0,0.0,0.0
10581075,"ООО ""СТРОЙСЕРВИС""",7802658929,САНКТ-ПЕТЕРБУРГ,2021,0.0,0.0,0.0
10642337,"ООО ""НОРСТРОЙ""",9718096182,МОСКВА,2022,0.0,86.0,65.0
10642337,"ООО ""НОРСТРОЙ""",9718096182,МОСКВА,2021,0.0,89.0,67.0
10643892,"ООО ""ДИЗАЙНСТРОЙ""",7728424505,МОСКВА,2021,0.0,-509.0,-509.0
10707933,"ООО СК ""СТРОЙ ДВ""",2536310752,ПРИМОРСКИЙ,2023,0.0,0.0,0.0
10707933,"ООО СК ""СТРОЙ ДВ""",2536310752,ПРИМОРСКИЙ,2022,0.0,0.0,0.0
10707933,"ООО СК ""СТРОЙ ДВ""",2536310752,ПРИМОРСКИЙ,2021,0.0,-91.0,-91.0
10708495,"ООО ""ВЭЛС""",1644092267,ТАТАРСТАН,2023,0.0,0.0,0.0
10708495,"ООО ""ВЭЛС""",1644092267,ТАТАРСТАН,2022,0.0,0.0,0.0
10708495,"ООО ""ВЭЛС""",1644092267,ТАТАРСТАН,2021,0.0,0.0,0.0
10708844,"ООО ""ОМЕГА""",7702433061,МОСКВА,2022,0.0,0.0,0.0
10709030,"ООО ""ГК АЛЬФА""",7806544320,САНКТ-ПЕТЕРБУРГ,2022,14067.0,1124.0,1515.0
10709030,"ООО ""ГК АЛЬФА""",7806544320,САНКТ-ПЕТЕРБУРГ,2021,50236.0,2159.0,3899.0
10709054,"ООО ""ЭКСИТО""",7702433103,МОСКВА,2021,241.0,-14.0,-14.0
10962445,"ООО ""КТС+""",1435340300,САХА /ЯКУТИЯ/,2021,2296.0,561.0,423.0
10961003,"ООО ""ТСЭ""",9731032879,МОСКВА,2021,9683.0,78.0,629.0
10961188,"ООО ""Т9""",5902052630,КАЛУЖСКАЯ,2021,69846.0,688.0,810.0
10992236,"ООО ""НОВЫЙ ВЗГЛЯД""",9201527925,СЕВАСТОПОЛЬ,2021,0.0,0.0,0.0
10992268,"ООО ""ДИММЕР""",2901296438,АРХАНГЕЛЬСКАЯ,2023,0.0,0.0,0.0
10992268,"ООО ""ДИММЕР""",2901296438,АРХАНГЕЛЬСКАЯ,2022,0.0,0.0,0.0
10992268,"ООО ""ДИММЕР""",2901296438,АРХАНГЕЛЬСКАЯ,2021,0.0,0.0,0.0
10992822,"ООО ""ПРОМТЕК""",5044115174,МОСКОВСКАЯ,2021,0.0,-40.0,-40.0
10683097,"ООО ""ЭВЕРЕСТ""",7107126672,ТУЛЬСКАЯ,2021,0.0,0.0,0.0
10931153,"ООО ""ЛИГАСТРОЙ-13""",1328017222,МОРДОВИЯ,2022,0.0,0.0,0.0
10931153,"ООО ""ЛИГАСТРОЙ-13""",1328017222,МОРДОВИЯ,2021,24627.0,-54.0,-145.0
11031086,"ООО ""РЕМСТРОЙСЕРВИС""",3102045006,БЕЛГОРОДСКАЯ,2023,554.0,24.0,57.0
11031086,"ООО ""РЕМСТРОЙСЕРВИС""",3102045006,БЕЛГОРОДСКАЯ,2022,6022.0,79.0,399.0
11031086,"ООО ""РЕМСТРОЙСЕРВИС""",3102045006,БЕЛГОРОДСКАЯ,2021,2564.0,51.0,205.0
11154010,"ООО ""СОЮЗ-ТЕХНОЛОГИЯ""",1659202804,ТАТАРСТАН,2024,14299.0,95.0,71.0
11154010,"ООО ""СОЮЗ-ТЕХНОЛОГИЯ""",1659202804,ТАТАРСТАН,2023,27198.0,203.0,153.0
11154010,"ООО ""СОЮЗ-ТЕХНОЛОГИЯ""",1659202804,ТАТАРСТАН,2022,20678.0,57.0,43.0
11154010,"ООО ""СОЮЗ-ТЕХНОЛОГИЯ""",1659202804,ТАТАРСТАН,2021,14247.0,40.0,30.0
10500011,"ООО ""СК ИНДУСТРИЯ""",5029227074,МОСКОВСКАЯ,2022,22031.0,-14280.0,-14280.0
